"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","database.id","database"
"2019-02-28","OUTPUT 4.1: Strengthened government capacity to implement and monitor inclusive and gender responsive youth policies for Lebanese and Non-Lebanese youth ",NA,"Training under UNICEF Supported Programmes","# of teachers, education personnel, trainers and educators under UNICEF-supported programmes","i1306529567","Denominator","4.1.c_Leb_Female_19-25: # of teachers, education personnel, trainers and educators under UNICEF-supported programmes","Individuals","2","Chiyah","21007","Baabda","LBN32","Mont Liban","5","LBN320049",33.86113,35.51024,"LOC: Ghobeire","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1513725033","s0394457981","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.1: Strengthened government capacity to implement and monitor inclusive and gender responsive youth policies for Lebanese and Non-Lebanese youth ",NA,"Training under UNICEF Supported Programmes","# of teachers, education personnel, trainers and educators under UNICEF-supported programmes","i1212772086","Denominator","4.1.c_Leb_Male_25-above: # of teachers, education personnel, trainers and educators under UNICEF-supported programmes","Individuals","2","Aamayer","35162ND","Aakar","LBN51","Akkar","2","35512-01-001",34.6369,36.3676,"IS: Aamayer Ouadi Khaled 001",NA,"p0000013589","AND",NA,NA,"UNICEF","m0243667765","s1159197064","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.1: Strengthened government capacity to implement and monitor inclusive and gender responsive youth policies for Lebanese and Non-Lebanese youth ",NA,"Training under UNICEF Supported Programmes","# of teachers, education personnel, trainers and educators under UNICEF-supported programmes","i1212772086","Denominator","4.1.c_Leb_Male_25-above: # of teachers, education personnel, trainers and educators under UNICEF-supported programmes","Individuals","2","Hrar","35203ND","Aakar","LBN51","Akkar","2","LBN51152",34.45746,36.12158,"LOC: Hrar",NA,"p0000013589","AND",NA,NA,"UNICEF","m0785575516","s1214577658","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.1: Strengthened government capacity to implement and monitor inclusive and gender responsive youth policies for Lebanese and Non-Lebanese youth ",NA,"Training under UNICEF Supported Programmes","# of teachers, education personnel, trainers and educators under UNICEF-supported programmes","i1306529567","Denominator","4.1.c_Leb_Female_19-25: # of teachers, education personnel, trainers and educators under UNICEF-supported programmes","Individuals","1","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m1859396856","s1255241700","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.1: Strengthened government capacity to implement and monitor inclusive and gender responsive youth policies for Lebanese and Non-Lebanese youth ",NA,"Training under UNICEF Supported Programmes","# of teachers, education personnel, trainers and educators under UNICEF-supported programmes","i0958055867","Denominator","4.1.c_Leb_Female_25-above: # of teachers, education personnel, trainers and educators under UNICEF-supported programmes","Individuals","2","Bourj Hammoud","22001","Metn","LBN36","Mont Liban","5","LBN36040",33.88768,35.54119,"LOC: Borj Hammoud","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0091452217","s1302419413","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.1: Strengthened government capacity to implement and monitor inclusive and gender responsive youth policies for Lebanese and Non-Lebanese youth ",NA,"Training under UNICEF Supported Programmes","# of teachers, education personnel, trainers and educators under UNICEF-supported programmes","i1212772086","Denominator","4.1.c_Leb_Male_25-above: # of teachers, education personnel, trainers and educators under UNICEF-supported programmes","Individuals","2","Saida El-Qadimeh","61002","Saida","LBN61","Sud","8","LBN61110",33.5626,35.3687,"LOC: Dekerman","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0786560018","s1506836833","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i1191870117","Mentorship","4.2.g_Mentorship_Leb_Male: # of youth supported with employment support services","Adol/Youth","0","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i1048789189","Mentorship","4.2.g_Mentorship_OTH_Female: # of youth supported with employment support services","Adol/Youth","1","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i1760169694","Mentorship","4.2.g_Mentorship_Leb_Female: # of youth supported with employment support services","Adol/Youth","3","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0489519411","Mentorship","4.2.g_Mentorship_SYR_Male: # of youth supported with employment support services","Adol/Youth","0","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0784698617","Mentorship","4.2.g_Mentorship_OTH_Male: # of youth supported with employment support services","Adol/Youth","1","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0365630131","Mentorship","4.2.g_Mentorship_PRS_Male: # of youth supported with employment support services","Adol/Youth","1","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0206082179","Mentorship","4.2.g_Mentorship_SYR_Female: # of youth supported with employment support services","Adol/Youth","0","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0622314680","Mentorship","4.2.g_Mentorship_PRS_Female: # of youth supported with employment support services","Adol/Youth","2","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0764197821","Disability Indicator","4.2.g_Motor/Mobility: # of youth supported with employment support services","Adol/Youth","2","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i1707552792","Mentorship","4.2.g_Mentorship_PRL_Female: # of youth supported with employment support services","Adol/Youth","30","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Employment Support Service","# of youth supported with employment support services","i0006682941","Mentorship","4.2.g_Mentorship_PRL_Male: # of youth supported with employment support services","Adol/Youth","18","Sibline","23006","Chouf","LBN33","Mont Liban","5","LBN33187",33.62349,35.43388,"LOC: Sibline",NA,"p0000018773","UNRWA",NA,NA,"UNICEF","m1872704131","s0012948079","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0825209824","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_SYR_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0502487778","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRL_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","3","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0405179578","Disability Indicator","4.2.e_Disability_Audio (Hearing): # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0418883567","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_SYR_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","1","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1950291931","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRL_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","1","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0018269642","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRS_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1735136355","Disability Indicator","4.2.e_Disability_Intellectual: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1098367160","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRS_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1199536051","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_Leb_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","15","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0691832582","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_Leb_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","32","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0009965448","Disability Indicator","4.2.e_Disability_Speaking: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1661880930","Disability Indicator","4.2.e_Disability_Motor/Mobility: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","1","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0048888189","Disability Indicator","4.2.e_Disability_Visual (Seeing): # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0663270906","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_OTH_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0481630241","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_OTH_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Mina N 1","31011","Trablous","LBN56","Nord","4","LBN56030",34.44966,35.81576,"LOC: MINA 1","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m1871311136","s0028484396","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i1480157704","3 Months post training","4.2.i_3-months post training or seed funding/incubation_Leb_Female: # of adolescents and youth who are employed or generating income","Adol/Youth","1","Chebaa","74015ND","Hasbaiya","LBN42","Nabatiye","9","CC_152",33.349058,35.748689,"CC: Chebaa_CC_152",NA,"p0000014829","Nawaya network",NA,NA,"UNICEF","m0933402949","s0032961460","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i0957413252","3 Months post training","4.2.i_3-months post training or seed funding/incubation_Leb_Male: # of adolescents and youth who are employed or generating income","Adol/Youth","1","Chebaa","74015ND","Hasbaiya","LBN42","Nabatiye","9","CC_152",33.349058,35.748689,"CC: Chebaa_CC_152",NA,"p0000014829","Nawaya network",NA,NA,"UNICEF","m0933402949","s0032961460","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-03-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i1917907059","6 Months post training","4.2.i_6-months post training or seed funding/incubation_Leb_Male: # of adolescents and youth who are employed or generating income","Adol/Youth","2","Aain Baalbek","53048","Baalbek","LBN21","Baalbek_Hermel","3","LBN21035",34.226047,36.37803,"LOC: El Ain","Injaz","p0000014496","Injaz",NA,NA,"UNICEF","m1127462834","s0036978472","2019-03-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i1573744089","Seed Funding and Incubation","4.2.h_Seed funding and Incubation_PRL_Female: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","0","Sour","62006","Sour","LBN63","Sud","8","62111-41-001",33.274117,35.192517,"DC: DTN: Tyr",NA,"p0000014829","Nawaya network",NA,NA,"Other","m2004628797","s0037612385","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i0023575621","Seed Funding and Incubation","4.2.h_Seed funding and Incubation_Leb_Female: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","2","Sour","62006","Sour","LBN63","Sud","8","62111-41-001",33.274117,35.192517,"DC: DTN: Tyr",NA,"p0000014829","Nawaya network",NA,NA,"Other","m2004628797","s0037612385","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i0020393650","Seed Funding and Incubation","4.2.h_Seed funding and Incubation_PRL_Male: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","2","Sour","62006","Sour","LBN63","Sud","8","62111-41-001",33.274117,35.192517,"DC: DTN: Tyr",NA,"p0000014829","Nawaya network",NA,NA,"Other","m2004628797","s0037612385","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i0625945966","Seed Funding and Incubation","4.2.h_Seed funding and Incubation_Leb_Male: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","0","Sour","62006","Sour","LBN63","Sud","8","62111-41-001",33.274117,35.192517,"DC: DTN: Tyr",NA,"p0000014829","Nawaya network",NA,NA,"Other","m2004628797","s0037612385","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i0939648283","Seed Funding and Incubation","4.2.h_Seed funding and Incubation_SYR_Male: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","0","Sour","62006","Sour","LBN63","Sud","8","62111-41-001",33.274117,35.192517,"DC: DTN: Tyr",NA,"p0000014829","Nawaya network",NA,NA,"Other","m2004628797","s0037612385","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i0641299301","Seed Funding and Incubation","4.2.h_Seed funding and Incubation_SYR_Female: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","1","Sour","62006","Sour","LBN63","Sud","8","62111-41-001",33.274117,35.192517,"DC: DTN: Tyr",NA,"p0000014829","Nawaya network",NA,NA,"Other","m2004628797","s0037612385","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0202144076","Short Uncertified","4.2.e_Short Uncertified_LEB_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","38","Khiara","52024","West Bekaa","LBN24","Bekaa","6","52234-01-014",33.6877,35.8369,"IS: Khiara 014","Makassed","p0000021711","Makassed",NA,NA,"UNICEF","m0721383432","s0096299754","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0564451108","Short Uncertified","4.2.e_Short Uncertified_LEB_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","34","Khiara","52024","West Bekaa","LBN24","Bekaa","6","52234-01-014",33.6877,35.8369,"IS: Khiara 014","Makassed","p0000021711","Makassed",NA,NA,"UNICEF","m0721383432","s0096299754","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0130340135","Short Uncertified","4.2.e_Short Uncertified_SYR_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","49","Khiara","52024","West Bekaa","LBN24","Bekaa","6","52234-01-014",33.6877,35.8369,"IS: Khiara 014","Makassed","p0000021711","Makassed",NA,NA,"UNICEF","m0721383432","s0096299754","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
