"end_date","form","form.category","indicator.category","indicator.description","indicator.id","indicator.listHeader","indicator.name","indicator.units","indicator.value","location.adminlevel.cadastral_area","location.adminlevel.cadastral_area.code","location.adminlevel.caza","location.adminlevel.caza.code","location.adminlevel.governorate","location.adminlevel.governorate.code","location.alternate_name","location.latitude","location.longitude","location.name","partner.description","partner.id","partner.label","project.description","project.label","Funded_by","report.id","site.id","start_date","database.id","database"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0388947447","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_SYR_Male_15-18: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","10","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1735136355","Disability Indicator","4.2.e_Disability_Intellectual: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","3","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0166122043","Disability Indicator","4.2.d_Speaking: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0405179578","Disability Indicator","4.2.e_Disability_Audio (Hearing): # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1875069920","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_SYR_Female_6-14: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0202144076","Short Uncertified","4.2.e_Short Uncertified_LEB_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","32","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1501339838","Disability Indicator","4.2.d_Visual (Seeing): # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1544175616","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_SYR_Female_19-25: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1814287358","Short Uncertified","4.2.e_Short Uncertified_OTH_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1009928097","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_OTH_Female_19-25: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0872415259","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRL_Male_19-25: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i1066592062","Job Referral","4.2.h_Job Referral_Leb_Female: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1661880930","Disability Indicator","4.2.e_Disability_Motor/Mobility: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i0636252843","3 Months post training","4.2.i_3-months post training or seed funding/incubation_PRS_Female: # of adolescents and youth who are employed or generating income","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i1741862048","3 Months post training","4.2.i_3-months post training or seed funding/incubation_OTH_Female: # of adolescents and youth who are employed or generating income","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0759701180","Short Uncertified","4.2.e_Short Uncertified_PRL_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0426412730","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_LEB_Female_15-18: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1797059274","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRL_Male_6-14: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0908631307","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRS_Male_19-25: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i0693650638","Job Referral","4.2.h_Job Referral_PRS_Female: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0845704331","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRL_Female_15-18: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Income Generation","# of adolescents and youth who access employment or income generation opportunities","i1453011115","Job Referral","4.2.h_Job Referral_PRL_Female: # of adolescents and youth who access employment or income generation opportunities","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0254218759","Disability Indicator","4.2.d_Motor/Mobility: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0130340135","Short Uncertified","4.2.e_Short Uncertified_SYR_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0180890478","Short Uncertified","4.2.e_Short Uncertified_SYR_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","17","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0213061046","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_SYR_Male_6-14: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i1480157704","3 Months post training","4.2.i_3-months post training or seed funding/incubation_Leb_Female: # of adolescents and youth who are employed or generating income","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1571311552","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRS_Female_19-25: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0623184334","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_LEB_Female_6-14: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0495747461","Disability Indicator","4.2.d_Audio (Hearing): # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i1715413857","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRS_Female_6-14: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i0314970981","3 Months post training","4.2.i_3-months post training or seed funding/incubation_PRL_Male: # of adolescents and youth who are employed or generating income","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"YBLN","# of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","i0004517243","Regular BLN Registration Fees","4.2.d_Regular BLN registration fee_PRS_Male_6-14: # of male and female adolescents and youth (14+) who are supported for regulated NFE under the Youth BLN programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Tracing","# of adolescents and youth who are employed or generating income","i1940855855","3 Months post training","4.2.i_3-months post training or seed funding/incubation_PRL_Female: # of adolescents and youth who are employed or generating income","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-02-28","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1317737951","Short Uncertified","4.2.e_Short Uncertified_PRL_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatieh Et-Tahta","71104","El Nabatieh","LBN44","Nabatiye","9","LBN44016",33.3762,35.48015,"LOC: Es Serail","Mouvement Social","p0000014744","Mouvement Social",NA,NA,"UNICEF","m0197066264","s0984544165","2019-02-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0663270906","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_OTH_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9","LBN44049",33.36394,35.49064,"LOC: Nabatiye el Faouqa","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m0855702415","s0984959811","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1735136355","Disability Indicator","4.2.e_Disability_Intellectual: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9","LBN44049",33.36394,35.49064,"LOC: Nabatiye el Faouqa","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m0855702415","s0984959811","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1950291931","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRL_Female: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9","LBN44049",33.36394,35.49064,"LOC: Nabatiye el Faouqa","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m0855702415","s0984959811","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i0502487778","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRL_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9","LBN44049",33.36394,35.49064,"LOC: Nabatiye el Faouqa","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m0855702415","s0984959811","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
"2019-01-31","OUTPUT 4.2: Increased access of Lebanese and Non-Lebanese youth (15-24 years) to technical and vocational training and innovative skills building programmes for improved professional readiness and employability",NA,"Skills training enrollement","# of adolescents and youth (14+) supported by competency and market based skills training programme","i1098367160","Digital Skills","4.2.e_Digital Skills (Innovation Lab)_PRS_Male: # of adolescents and youth (14+) supported by competency and market based skills training programme","Adol/Youth","0","Nabatiyeh El-Faouka","71103","El Nabatieh","LBN44","Nabatiye","9","LBN44049",33.36394,35.49064,"LOC: Nabatiye el Faouqa","Digital Opportunity Trust","p0000004340","DOT",NA,NA,"UNICEF","m0855702415","s0984959811","2019-01-01",10284,"LCRP-2019-R-Youth & Adolescents"
